itemLabel,altLabel_list
bromhexine,"3,5-Dibromo-N(alpha)-cyclohexyl-N(alpha)-methyltoluene-alpha-2-diamine|Bromexina|Bromhexina|Bromhexine|Bromhexinum|Fluibron|N-Cyclohexyl-N-methyl-(2-amino-3,5-dibrombenzyl)amine|Tauglicolo"
desmopressin,1-(3-mercaptopropionic acid)-8-D-arginine-vasopressin|1-deamino-8-D-arginine vasopressin|1-desamino-8-D-arginine vasopressin|dDAVP|DDAVP|Desmopresina|Desmopressin|Desmopressine|Desmopressinum|Minirin|Stimate
calcifediol,"(1S,3Z)-3-{2-[(1R,3aS,4E,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol|(3beta,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol|(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol|(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol|(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol|25-Hydroxy-cholecalciferol|25-hydroxycholecalciferol|25-hydroxyvitamin D3|25-Hydroxyvitamin D3|25(OH)D|25(OH)D3|3-{2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-4-ylidene]-ethylidene}-4-methylene-cyclohexanol|5,6-cis-25-Hydroxyvitamin D3|9,10-Secocholesta-5,7,10(19)-triene-3b,25-diol|calcidiol|Calcidiol|Calcifediol|Calcifédiol|calcifediol anhydrous|Calcifediol anhydrous|Calcifediol Anhydrous|Calcifediolum|Calderol|Didrogyl|Hidroferol|Ryaldee|U-32070E"
cholecalciferol,"CC|9,10-Secocholesta-5,7,10(19)-trien-3-ol|(+)-vitamin D3|(1S,3Z)-3-[(2e)-2-[(1R,3AR,7as)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol|(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(1R)-1,5-dimethylhexyl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylene-1-cyclohexanol|(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(1R)-1,5-dimethylhexyl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylene-cyclohexan-1-ol|(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol|(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol|(1S,3Z)-3-{2-[(1R,4E,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-octahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol|(3beta,5Z,7e)-9,10-Secocholesta-5,7,10(19)-trien-3-ol|(3beta,Z,7E)-9,10-Secocholesta-5,7,10(19)-trien-3-ol|(5E,7E)-9,10-Secocholesta-5,7,10-trien-3-ol|(5Z,7e)-(3S)-9,10-Secocholesta-5,7,10(19)-trien-3-ol|3-beta,Z,7E-9,10-Secocholestr-5,7,10(19)-trien-3-ol|9,10-Secocholesta-5,7,10-trien-3-ol|9,10-Secocholesta-5,7,10(19)-trien-3-beta-ol|Activated 7-dehydrocholesterol|Arachitol|calciol|Cholecalciferol|Cholecalciferol D3|Colecalciferol|D3-Vigantol|Delsterol|delta-D|Deparal|Devaron|Ebivit|FeraCol|Granuvit D3|Micro-dee|Oleovitamin D3|Provitina|Quintox|Ricketon|Trivitan|Vi-De3|VidDe-3-hydrosol|Videkhol|Vigantol|Vigorsan|Vitamin D3|Vitinc Dan-Dee-3|9,10-Secocholesta-5,7,10(19)-trien-3beta-ol"
azelaic acid,"Finacea|1,7-Dicarboxyheptane|1,7-Heptanedicarboxylate|1,7-Heptanedicarboxylic acid|1,9-Nonanedioate|1,9-Nonanedioic acid|Acide azélaïque|Ácido azelaico|Acidum acelaicum|Acidum azelaicum|Anchoate|Anchoic acid|Azalaic acid|Azelaic acid|Azelaic Acid|Azelaicacidtech|Azelainic acid|Azelainsaeure|Azelainsäure|Azelate|Azelex|Azelex®|Emerox 1110|Emerox 1144|Emery'S L-110|Finacea®|Finevin|Heptanedicarboxylic acid|Lepargylate|Lepargylic acid|N-Nonanedioate|N-Nonanedioic acid|Nonandisaeure|Nonandisäure|Nonanedioate|Nonanedioic acid|Nonanedioic acid azelaic acid|Nonanedioic acid homopolymer|Poly(azelaic anhydride)|Polyazelaic anhydride|Skinorem|Skinoren|ZK-62498"
riboflavin,"E101|(-)-Riboflavin|1-Deoxy-1-(3,4-dihydro-7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10(2H)-yl)-D-ribitol|1-deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol|1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol|6,7-dimethyl-9-D-ribitylisoalloxazine|6,7-Dimethyl-9-D-ribitylisoalloxazine|6,7-Dimethyl-9-ribitylisoalloxazine|7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)-Benzo[g]pteridine-2,4(3H,10H)-dione|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4(3H,10H)-dione|7,8-dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine|7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine|7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione|7,8-Dimethyl-10-ribitylisoalloxazine|Beflavin|Beflavine|Benzo[g]pteridine riboflavin deriv.|E 101|Flavaxin|Flavin BB|Flaxain|Food Yellow 15|Hyre|Lactobene|Lactoflavin|Lactoflavine|Ribipca|Ribocrisina|Riboderm|Riboflavin|Riboflavina|Riboflavine|Riboflavinum|Ribosyn|Ribotone|Ribovel|Russupteridine yellow III|San Yellow B|Vitaflavine|vitamin B2|Vitamin B2|Vitamin Bi|vitamin G|Vitamin G|Vitasan B2"
methylergonovine,"Methergine®|9,10-Didehydro-N-[1-(hydroxymethyl)-propyl]-D-lysergamide|D-lysergic acid 1-butanolamide|Ergotyl|methylergobasin|Methylergobasin|Methylergometrin|Methylergometrine|Méthylergométrine|Methylergometrinum|Methylergonovine|Metilergometrina|MET827"
ergonovine,"(6aR,9R)-7-Methyl-4,6,6a,7,8,9-hexahydro-indolo[4,3-fg]quinoline-9-carboxylic acid ((S)-2-hydroxy-1-methyl-ethyl)-amide|[8beta(S)]-9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide|[8β(S)]-9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8-carboxamide|9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8beta(S)-carboxamide|9,10-didehydro-N-(2-hydroxy-1-methylethyl)-6-methylergoline-8β(S)-carboxamide|9,10-didehydro-N-(alpha-(hydroxymethyl)ethyl)-6-methylergoline-8-beta-carboxamide|9,10-didehydro-N-(α-(hydroxymethyl)ethyl)-6-methylergoline-8-β-carboxamide|D-lysergic acid 1-hydroxymethylethylamide|D-lysergic acid-L-propanolamide|ergobasine|Ergobasine|Ergometrina|Ergometrine|Ergométrine|Ergometrinum|Ergonovine|ergotocine|Ergotocine|Ergotrate®|margonovine|Margonovine|Methergine®|N-(2-Hydroxy-1-methylethyl)-D-(+)-lysergamide|N-(alpha-(hydroxymethyl)ethyl)-D-lysergamide|N-(α-(hydroxymethyl)ethyl)-D-lysergamide"
spermine,"(3-aminopropyl)({4-[(3-aminopropyl)amino]butyl})amine|1,5,10,14-Tetraazatetradecane|4,9-diaza-1,12-dodecanediamine|4,9-Diaza-1,12-dodecanediamine|4,9-Diazadodecamethylenediamine|4,9-diazadodecane-1,12-diamine|4,9-Diazadodecane-1,12-diamine|Diaminopropyl-tetramethylenediamine|Diaminopropyltetramethylenediamine|Gerontine|Musculamine|N,N'-Bis(3-aminopropyl)-1,4-butanediamine|N,N'-Bis(3-aminopropyl)-1,4-tetramethylenediamine|N1,N4-bis(3-aminopropyl)-1,4-butanediamine|Neuridine|Spermin|Spermine|Spermine dihydrate|Spermine puriss|SPM"
tetrabenazine,"1,2,4,6,7,11b-hexahydro-3-isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one|2-oxo-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo[a]quinolizine|2-oxo-3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-benzoquinolizine|Nitoman®|Revocon®|Ro-19569|TBZ|Tetrabenazina|Tetrabenazine|Tetrabenazinum"
(+)-phenylpropanolamine,PPA|2-amino-1-phenylpropan-1-ol|d-Norephedrine|Fenilpropanolamina|Hydriatine|Mucorama|Nobese|Norephedrin|Norephedrine|Obestat|Phenylpropanolamin|Phenylpropanolamine|Phénylpropanolamine|Phenylpropanolaminum|Prestwick_388|Propadrine|β-hydroxyamphetamine
eszopiclone,"(+)-(5S)-6-(5-Chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate|(+)-(5S)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl-4-methylpiperazine-1-carboxylate|(+)-Zopiclone|(S)-6-(5-Chloro-2-pyridinyl)- 7-oxo- 6,7-dihydro- 5H-pyrrolo[3,4-b]pyrazin-5-yl- 4-methyl- 1-piperazinecarboxylate|(S)-zopiclone|(S)-Zopiclone|1-Piperazinecarobxylic acid,4-methyl-,(5S)-6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5H-pyrrolo[3,4-b]pyrazin-5-yl ester|Esopiclone|Estorra|Eszopiclone|Lunesta®"
niclosamide,BAY-2353|Ex A Lint|Lintex|Niclocide|Niclosamide|Nicloside|Yomesan
mercaptopurine,6 MP|6-mercaptopurine|6-Mercaptopurine|6-MP|6-Thiohypoxanthine|6-Thioxopurine|Mercaptopurina|Mercaptopurine|mercaptopurine anhydrous|Mercaptopurine anhydrous|mercaptopurinum|Mercapurin|Purinethol®
aztreonam,"(Z,)-2-((((2-Amino-4-thiazolyl)(((2S,3S,)-2-methyl-4-oxo-1-sulfo-3-azetidinyl)carbamoyl)methylene)amino)oxy)-2-methylpropionic acid|2-({[(1Z)-1-(2-amino-1,3-thiazol-4-yl) -2- {[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino} -2- oxoethylidene]amino}oxy)-2-methylpropanoic acid|Azactam|Aztreonam|Aztréonam|Aztreonamum|Primbactam|SO-26776|SQ-26776"
ifosfamide,"3-(2-chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide|3-(2-Chloroethyl)-2-((2-chloroethyl)amino)tetrahydro-2H-1,3,2-oxazaphosphorine 2-oxide|Holoxan®|Ifex®|Ifosfamida|Ifosfamide|Ifosfamidum|Iphosphamide|Isofosfamide|Isophosphamide|isosfamide|Isosfamide|MJF-9325|Z-4942"
bethanechol,"(2-hydroxypropyl)trimethylammonium carbamate|2-(carbamoyloxy)-N,N,N-trimethylpropan-1-aminium|2-carbamoyloxypropyl-trimethylazanium|amidopropyldimethylbetaine|Amidopropyldimethylbetaine|Bethanechol|carbamoyl-beta-methylcholine|Carbamoyl-beta-methylcholine|carbamoyl-β-methylcholine|carbamyl-beta-methylcholine|Carbamyl-beta-methylcholine|carbamyl-β-methylcholine|Duvoid®|Urecholine®"
nabilone,Cesamet|Nabilon|Nabilona|Nabilone|Nabilonum
anastrozole,"alpha,alpha,alpha',alpha'-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile|alpha,alpha,Alpha',alpha'-tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-m-benzenediacetonitrile|Anastrozol|Anastrozole|Arimidex®|ZD1033"
hydroquinone,"Eldoquin|1,4-benzenediol|1,4-Benzenediol|1,4-Dihydroxy-benzeen|1,4-Dihydroxy-benzol|1,4-Dihydroxybenzen|1,4-dihydroxybenzene|1,4-Dihydroxybenzene|1,4-Diidrobenzene|4-Hydroxyphenol|a-Hydroquinone|alpha-Hydroquinone|b-Quinol|benzene-1,4-diol|Benzohydroquinone|Benzoquinol|beta-Quinol|Dihydroquinone|Dihydroxybenzene|Hydrochinon|Hydrochinone|Hydroquinol|Hydroquinole|Hydroquinone|Hydroquinone for synthesis|Hydroquinone gr|Hydroquinoue|Idrochinone|Melanex|p-Benzenediol|p-Dihydroxybenzene|p-Dioxobenzene|p-Dioxybenzene|p-Hydroquinone|p-Hydroxybenzene|p-hydroxyphenol|Phiaquin|quinol|Quinol|Solaquin forte"
zotepine,"2-Chloro-11-(2-(dimethylamino)ethoxy)dibenzo(b,f)thiepin|Zoleptil®"
zuclopenthixol,Zuclopenthixol|(Z)-4-(3-(2-Chlorothioxanthen-9-ylidene)propyl)-1-piperazineethanol|Acuphase®|cis-Clopenthixol|cis(Z)-cloflupentixol|Cisordinol®|Clopixol®|NSC 64087|NSC169185|Zuclopenthixolum|Zuclopentixol
aminosalicylic acid,PAS|Paser|Aminosalicylic acid|2-HYDROXY-4-aminobenzoic acid|4-amino-2-hydroxybenzoic acid|4-aminosalicylate|4-aminosalicylic acid|Aminosalicylic Acid|p-aminosalicylic acid|para-amino salicylic acid|para-aminosalicylic acid|Parasal|Rezipas
aminolevulinic acid,5-ALA|5-aminolevulinate|5-Aminolevulinic acid|Aminolevulinic acid|D-aminolevulinic acid|dALA|Levulan®|δ-ALA|δ-aminolevulinic acid
5-fluorocytosine,5-FC|5-Fluorocystosine|5-Fluorocytosin|5-Fluorocytosine|5-Flurocytosine|Alcobon|Ancoban|Ancobon|Ancobon (tn)|Flourocytosine|Flucytosin|Flucytosine|Fluocytosine|Fluorcytosine|Fluorocytosine|Ro-29915
peramivir,"Peramivir|(1S,2S,3R,4R)-4-carbamimidamido-3-[(1S)-1-acetamido-2-ethylbutyl]-2-hydroxycyclopentane-1-carboxylic acid|3-(1'-acetylamino-2'-ethyl)butyl-4-((aminoimino)methyl)amino-2-hydroxycyclopentane-1-carboxylic acid|BCX 1812|BCX-1812|BCX1812|peramivir anhydrous|RWJ 270201|RWJ-270201|RWJ270201|(1S,2S,3R,4R)-3-[(1S)-1-(Acetylamino)-2-ethylbutyl]-4-[(aminoiminomethyl)amino]-2-hydroxycyclopentanecarboxylic acid"
Palivizumab,anti-RSV|MEDI-493|Synagis Abbosynagis
Drotrecogin alfa,"activated protein c|Anticoagulant protein C|Autoprothrombin IIA|Blood coagulation factor XIV|blood coagulation factor xiv (human)|drotrecogin alfa|drotrecogin alfa (activated)|drotrecogin alfa (activated), lyophilized|drotrecogin alfa activated|drotrecogin alfa, activated|drotrecogin-alfa|drotrecogina alfa (activada)|drotrecoginum alfa (activatum)|ly203638|recombinant human activated protein c (rh-apc)|Vitamin K-dependent protein C precursor"
Certolizumab pegol,CDP-870|CDP870|PHA-738144
Daclizumab,Ig gamma-1 chain C region|Anti-IL-2|Humanized antiCD25|Ro-24-7375
Estramustine,"17beta-Estradiol 3-(bis(2-chloroethyl)carbamate)|17β-Estradiol 3-(bis(2-chloroethyl)carbamate)|Emcyt®|Estracyt®|Estradiol 3-(N,N-bis(2-chloroethyl)carbamate)|Estramustina|estramustine|Estramustinum"
raubasine,delta-yohimbine|rauvasan|rauwolfia alkaloid|δ-yohimbine
cabazitaxel,Cabazitaxel|Cabazitaxelum|Jevanta®|taxoid XRP6258|Taxoid XRP6258|TXD 258|TXD258|XRP-6258|XRP6258
Z-dothiepin,Dothep®|dothiepin|Prothiaden®
azatadine,"11-(1-Methyl-4-piperidinylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine|6,11-Dihydro-11-(1-methyl-4-piperidylidene)-5H-benzo(5,6)cyclohepta(1,2-b)pyridine|Azatadin|Azatadina|Azatadine|Azatadinum|Optimine®|SCH-10649"
proparacaine,Alcaine®|Paracaine®|Proparacaine|proparacaine hydrochloride|Proximetacaina|Proxymetacaine|proxymetacaine hydrochloride|Proxymetacainum
xipamide,BE-1293|Diurexan®|MJF-10938
Octamoxin,2-octylhydrazine
fluorometholone,"(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one|9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Flarex®|Fluorometholon|Fluorometholone|Fluorométholone|Fluorometholonum|Fluorometolona|FML|FML®|NSC 33001|Oxylone|FLP469"
thonzylamine,neohetramine|Thonzylamine
cysteamine,MEA|CASH|(2-Mercaptoethyl)amine|2-amino-1-ethanethiol|2-Amino-1-ethanethiol|2-AMINO-ethanethiol|2-aminoethane-1-thiol|2-Aminoethanethiol|2-Aminoethyl mercaptan|2-Mercaptoethanamine|Aminoethyl mercaptan|b-Aminoethanethiol|b-Aminoethylthiol|b-Mercaptoethylamine|Becaptan|beta-Aminoethanethiol|beta-aminoethylthiol|beta-Aminoethylthiol|beta-MEA|beta-Mercaptoethylamine|CI-9148|Cisteamina|Cysteamide|Cysteamin|Cysteamine|cysteamine hydrochloride|Cysteinamine|Decarboxycysteine|Ethanethiolamine|L-1573|Lambraten|Lambratene|Mecramine|Mercamin|Mercamine|Mercaptamin|Mercaptamina|Mercaptamine|Mercaptaminum|Merkamin|Riacon|Thioethanolamine|β-aminoethylthiol|β-MEA
benzyl benzoate,"BENZOIC acid phenylmethylester|Benzoic acid, benzyl ester|Benzoic acid, phenylmethyl ester|Benzyl benzoat|Benzyl Benzoate|Benzylis benzoas|Mange Treatment|Phenylmethyl benzoate|Scabanca|Spasmodine|Vanzoate|Acarobenzyl|Benylate|Benzevan|Benzoate de benzyle|Benzoesäurebenzylester|Benzoic acid phenylmethylester"
Hyoscyamine,"(-)-Atropine|(-)-Hyoscyamine|(−)-atropine|(−)-hyoscyamine|(S)-(-)-Hyoscyamine|(S)-(−)-hyoscyamine|(S)-atropine|[3(S)-Endo]-alpha-(hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester|[3(S)-endo]-α-(hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester|Anaspaz|Buwecon|Cystospaz|Daturin|Daturine|Donnamar|Duboisine|Egazil|HyoMax|Hyoscyamin|Hyoscyaminum|L-Hyoscyamine|L-Tropine tropate|L-Tropine Tropate|Levbid|Levsin|Levsinex|Neoquess|NuLev|Spacol T/S|Symax|Tropine-L-tropate|Tropine, (-)-tropate"
tolazoline,"2-Benzyl-2-imidazoline|2-Benzyl-4,5-imidazoline|2-Benzylimidazoline|4,5-Dihydro-2-(phenylmethyl)-1H-imidazole|Benzazolin|Tolazolin|Tolazolina|Tolazoline|Tolazolinum"
dutasteride,"(5alpha,17beta)-N-(2,5-bis(trifluoromethyl)phenyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide|(5alpha,17beta)-N-(2,5-Bis(trifluoromethyl)phenyl)-3-oxo-4-azaandrost-1-ene-17-carboxamide|alpha,alpha,alpha,alpha',alpha',alpha'-hexafluoro-3-oxo-4-aza-5alpha-androst-1-ene-17beta-carboxy-2',5'-xylidide|alpha,alpha,alpha,Alpha',alpha',alpha'-hexafluoro-3-oxo-4-aza-5alpha-androst-1-ene-17beta-carboxy-2',5'-xylidide|Avodart®|Dutasteride|GG-745|GI-198745"
rosiglitazone,"(±)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione|(RS)-5-{4-[2-(Methyl-2-pyridylamino)ethoxy]benzyl}-2,4-thiazolidinedion|5-((4-(2-(methyl-2-pyridinylamino)ethoxy)phenyl)methyl)-2,4-thiazolidinedione|Avandia®|BRL-49653|Rosiglitazon|Rosiglitazona|Rosiglitazone|Rosiglitazonum|rosiglizole"
iopamidol,"(S)-N,N'-bis(2-Hydroxy-1-(hydroxymethyl)ethyl)-2,4,6-triiodo-5-lactamidoisophthalamide|Iopamidol|Iopamidol-200|Iopamidol-250|Iopamidol-300|Iopamidol-370|Isovue|Isovue-128|Isovue-200|Isovue-250|Isovue-300|Isovue-370|Isovue-M 200|Isovue-M 300|L-(+)-N,N'-Bis(2-hydroxy-1-hydroxymethylethyl)-2,4,6-triiodo-5-lactamide isophthalamide|L-5alpha-Hydroxypropionylamino-2,4,6-triiodoisophthalic acid di(1,3-dihydroxy-2-propylamide)|Scanlux-300|Scanlux-370|SQ-13396"
mocetinostat,MGCD0103|Mocetinostat
Velpatasvir,velpatasvir
buparlisib,BKM120|BKM 120|BKM-120|NVP-BKM120
Pexidartinib,pexidartinib|PLX-3397|PLX3397
siponimod,Mayzent|BAF312
Talazoparib,BMN-673|talazoparib
sarecycline,Seysara|WC-3035
Nusinersen,ISIS 396443|Spinraza
fluciclovine-F18,"(18F)FACBC|(1R,3R)-1-amino-3(18F)fluorocyclobutane-1-carboxylic acid|Anti-1-amino-3-(18F)fluorocyclobutane-1-carboxylic acid|anti-1-amino-3-18F-fluorocyclobutane-1-carboxylic acid|anti-3[18F] FACBC|FACBC|FACBC F-18|fluciclovine (18F)|Fluciclovine (18F)|Fluciclovine F 18|fluciclovine f-18|Fluciclovine F-18"
Aripiprazole lauroxil,"ALKS 9070|ALKS 9072|aripiprazole lauroxil|Dodecanoic acid, (7-(4-(4-(2,3-dichlorophenyl)-1-piperazinyl)butoxy)-3,4-dihydro-2-oxo-1(2H)-quinolinyl)methyl ester|RDC 3317|RDC-3317"
Entrectinib,entrectinib|NMS-E628|RXDX-101
Niraparib,compound 56 [PMID 19873981]|MK 4827|MK-4827|niraparib
Galcanezumab,clone III|LY-2951742|LY2951742
Lanadelumab,DX-2930|X124-G01
aciclovir,Zovirax|acycloguanosine|acyclovir
valsartan,(S)-N-valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine|CGP-48933|N-(p-(o-1H-tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine|N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine|VAL489
calcipotriene,Dovonex®|MC903
dihydrotachysterol,Vitamin D4|Anti-tetany substance 10|AT 10|Dihidrotaquisterol|Dihydrotachysterol|Dihydrotachysterolum
ethionamide,2-ethylthioisonicotinamide|Ethinamide|Ethionamide|Ethionamidum|Ethioniamide|Ethylisothiamide|Ethyonomide|Etionamid|Etionamida|Etionamide|Etioniamid|ETP|Trecator|Trecator-Sc|ETH|1314 TH|2-Ethyl-4-thiopyridylamide
secobarbital,"(+-)-secobarbital|(+-)-Secobarbital|(±)-secobarbital|5-(1-methylbutyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-(1-Methylbutyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-allyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Allyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-allyl-5-(1-methylbutyl)barbituric acid|5-allyl-5-(1-methylbutyl)pyrimidine-2,4,6(1H,3H,5H)-trione|5-Allyl-5-(1-methylbutyl)pyrimidine-2,4,6(1H,3H,5H)-trione|quinalbarbitone|Quinalbarbitone|Secobarbital|Secobarbitalum|secobarbitone|Secobarbitone|Seconal|Seconal®"
temazepam,Restoril (TN)|Restoril®|Temazepam|WY-3917|RER603
grepafloxacin,Grepafloxacin|Vaxor
isradipine,Dynacirc|Dynacirc Cr|Isradipine|Isradipino|Isradipinum|PN-200-110
gemcitabine,"2'-Deoxy-2',2'-difluorocytidine|2',2'-Difluorodeoxycytidine|4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one|4-amino-1-((2R,4R,5R)-3,3-Difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one|Gemcitabin|Gemcitabina|Gemcitabine|gemcitabine hydrochloride|Gemcitabinum|Gemzar®"
(S)-(−)-carbidopa monohydrate,"Lodosyn|(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate|(2S)-3-(3,4-Dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid hydrate|(2S)-3-(3,4-Dihydroxyphenyl)-2-hydrazinyl-2-methylpropanoic acid monohydrate|(AlphaS)-alpha-hydrazino-3,4-dihydroxy-alpha-methylbenzenepropanoic acid monohydrate|(S)-(-)-Carbidopa hydrate|(S)-(−)-carbidopa hydrate|(S)-carbidopa hydrate|carbidopa hydrate|Carbidopa monohydrate|Carbidopum monohydricum|L-alpha-(3,4-Dihydroxybenzyl)-alpha-hydrazinopropionic acid monohydrate|CDP536"
glutethimide,2-Ethyl-2-phenylglutarimide|Doriden|Doriden®|Glutethimide
Ranibizumab,FAB-12 Variant Y0317|RG-3645|Rhufab|rhuFab V2|RFB002
tolbutamide,tolbutamide sodium|1-Butyl-3-(p-methylphenylsulfonyl)urea|1-Butyl-3-(P-methylphenylsulfonyl)urea|1-Butyl-3-(p-tolylsulfonyl)urea|1-Butyl-3-(P-tolylsulfonyl)urea|1-Butyl-3-tosylurea|1-p-Toluenesulfonyl-3-butylurea|1-P-Toluenesulfonyl-3-butylurea|3-(p-Tolyl-4-sulfonyl)-1-butylurea|3-(P-Tolyl-4-sulfonyl)-1-butylurea|N-(4-Methylbenzenesulfonyl)-n'-butylurea|N-(4-Methylbenzenesulfonyl)-N'-butylurea|N-(4-Methylphenylsulfonyl)-n'-butylurea|N-(4-Methylphenylsulfonyl)-N'-butylurea|N-(p-Methylbenzenesulfonyl)-N'-butylurea|N-(P-Methylbenzenesulfonyl)-n'-butylurea|N-(Sulfonyl-p-methylbenzene)-N'-N-butylurea|N-(Sulfonyl-P-methylbenzene)-n'-N-butylurea|N-Butyl-n'-(4-methylphenylsulfonyl)urea|N-Butyl-N'-(4-methylphenylsulfonyl)urea|N-Butyl-N'-(p-tolylsulfonyl)urea|N-Butyl-n'-P-toluenesulfonylurea|N-Butyl-N'-p-toluenesulfonylurea|N-n-Butyl-N'-tosylurea|N-N-Butyl-n'-tosylurea|Orinase (tn)|Orinase (TN)|Orinase®|Tolbutamida|Tolbutamide|Tolbutamidum|Tolylsulfonylbutylurea
